timestamp,rotation.x,rotation.y,rotation.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
1726586674026,0.5695757865905760,2.530702829360960,2.3800876140594500,1.4104273319244400,-0.9199202656745910,1.1730424165725700
1726586674036,0.6156580448150640,2.9403674602508500,2.7712905406951900,1.5433876514434800,-0.899238646030426,1.140188455581670
1726586674046,0.6153091192245480,3.3717823028564500,3.177924156188970,1.6679892539978000,-0.8916426301002500,1.1211600303649900
1726586674056,0.5607682466506960,3.81779146194458,3.599954843521120,1.838062047958370,-0.9263479113578800,1.144726037979130
1726586674066,0.5232105255126950,4.258238792419430,4.022118091583250,2.040031909942630,-0.9699275493621830,1.16768479347229
1726586674076,0.5118201375007630,4.721907138824460,4.449776649475100,2.2845516204834000,-0.972166895866394,1.1721251010894800
1726586674086,0.5088520646095280,5.212723255157470,4.882702350616460,2.553933620452880,-0.9338582158088680,1.1493024826049800
1726586674096,0.43967685103416400,5.755491256713870,5.3052167892456100,2.8677124977111800,-0.8856920599937440,1.1559137105941800
1726586674106,0.31545236706733700,6.349898338317870,5.740084171295170,3.231255531311040,-0.8358476758003240,1.208860158920290
1726586674116,0.060314882546663300,6.988440036773680,6.210180282592770,3.6478347778320300,-0.7857331037521360,1.2835733890533400
1726586674126,-0.33368462324142500,7.676905632019040,6.799132347106930,4.159923553466800,-0.7244619131088260,1.4207072257995600
1726586674136,-0.7520312666893010,8.488773345947270,7.600239276885990,4.792115688323980,-0.6157485842704770,1.6245241165161100
1726586674146,-1.2269573211669900,9.35187816619873,8.412359237670900,5.483818054199220,-0.534139096736908,1.7235511541366600
1726586674156,-1.7871160507202100,10.23625659942630,9.046796798706060,6.227108955383300,-0.4706438481807710,1.6222577095031700
1726586674166,-2.6223533153533900,10.955066680908200,9.804475784301760,7.105409622192380,-0.20045432448387100,1.46537446975708
1726586674176,-3.811607837677000,11.3746337890625,10.518918991088900,8.189861297607420,0.3055281341075900,1.3976318836212200
1726586674186,-5.397765636444090,11.478134155273400,11.173513412475600,9.315555572509770,0.8840229511260990,1.3227462768554700
1726586674196,-7.456291198730470,11.179272651672400,11.944111824035600,10.293758392334000,1.7501311302185100,1.095913052558900
1726586674206,-10.297165870666500,10.495494842529300,12.530908584594700,11.144213676452600,3.049717664718630,0.9136866331100460
1726586674216,-13.054302215576200,8.810224533081060,12.142256736755400,11.665473937988300,4.523422718048100,0.8298637270927430
1726586674226,-15.47448444366460,6.3212103843689000,12.033625602722200,11.64596176147460,6.217428207397460,0.9542432427406310
1726586674236,-17.662439346313500,3.2656595706939700,11.879650115966800,11.437288284301800,8.051465034484860,1.3235981464386000
1726586674246,-19.444089889526400,-0.23594121634960200,12.690125465393100,10.428386688232400,9.948800086975100,2.1275672912597700
1726586674256,-19.783971786499000,-3.737227201461790,14.75778865814210,9.174186706542970,11.51682186126710,3.373594045639040
1726586674266,-19.71230125427250,-4.572537899017330,15.799861907959000,8.163317680358890,12.737510681152300,3.969000816345220
1726586674276,-23.006845474243200,-5.420413970947270,14.939481735229500,5.969512462615970,12.044221878051800,4.674872875213620
1726586674286,-22.429101943969700,-7.298612594604490,12.149190902710000,3.3430137634277300,8.720128059387210,5.437864780426030
1726586674296,2.627387762069700,-2.1656830310821500,17.513566970825200,2.3861305713653600,4.518457889556890,3.082509756088260
1726586674306,-29.698749542236300,-1.4151891469955400,8.525522232055660,8.547098159790040,6.972616672515870,-1.4467734098434400
1726586674316,-32.98752975463870,-8.776017189025880,-9.915680885314940,1.073283076286320,-8.298385620117190,8.45423698425293
1726586674326,-17.15258026123050,-13.581258773803700,7.655553340911870,4.957997798919680,0.5823303461074830,12.483207702636700
1726586674336,-13.418087005615200,-10.401246070861800,-1.0843759775161700,11.45433521270750,20.955358505249000,5.842275142669680
1726586674346,-11.08076286315920,-10.207030296325700,-0.8404166102409360,-3.8589272499084500,6.093936443328860,2.388684034347530
1726586674356,-10.783304214477500,-11.951064109802200,-0.9874480962753300,1.1570608615875200,1.9372735023498500,2.565467596054080
1726586674366,-10.746014595031700,-11.09675121307370,-2.603088617324830,4.51041316986084,1.779125452041630,3.3631410598754900
1726586674376,-9.01162338256836,-10.32609748840330,-4.449399471282960,1.7366466522216800,2.0893476009368900,3.8047871589660600
1726586674386,-8.769294738769530,-9.441245079040530,-5.7966532707214400,0.8104239702224730,0.595447301864624,3.6003596782684300
1726586674396,-7.524839401245120,-8.331698417663570,-6.865790843963620,0.8880034685134890,0.03369581699371340,3.2468252182006800
1726586674406,-6.233888149261480,-7.401702404022220,-7.899843215942380,0.7664852142333980,-0.03757089376449590,3.3790524005889900
1726586674416,-4.048363208770750,-7.059532165527340,-8.40749454498291,0.47931814193725600,0.3828059434890750,2.3012938499450700